WS_Nm2,TW_takeoff,TW_cruise_seaLevel,TW_cruise_altitude,TW_OEI,TW_activeEnvelope,WS_landing_weight_limit,WS_takeoff_axis_landing_limit,betaLanding
1360,0.0796666666666667,0.490723974472381,0.142800676571463,0.285,0.490723974472381,4743.14850807009,5580.17471537658,0.85
1370,0.0802524509803922,0.48742503594258,0.141840685459291,0.285,0.48742503594258,4743.14850807009,5580.17471537658,0.85
1380,0.0808382352941176,0.484175966267402,0.140895206183814,0.285,0.484175966267402,4743.14850807009,5580.17471537658,0.85
1390,0.0814240196078431,0.480975689140631,0.139963925539924,0.285,0.480975689140631,4743.14850807009,5580.17471537658,0.85
1400,0.0820098039215686,0.47782315900766,0.139046539271229,0.285,0.47782315900766,4743.14850807009,5580.17471537658,0.85
1410,0.0825955882352941,0.474717359975002,0.138142751752726,0.285,0.474717359975002,4743.14850807009,5580.17471537658,0.85
1420,0.0831813725490196,0.471657304765891,0.137252275686874,0.285,0.471657304765891,4743.14850807009,5580.17471537658,0.85
1430,0.0837671568627451,0.468642033719693,0.136374831812431,0.285,0.468642033719693,4743.14850807009,5580.17471537658,0.85
1440,0.0843529411764706,0.465670613833014,0.135510148625407,0.285,0.465670613833014,4743.14850807009,5580.17471537658,0.85
1450,0.0849387254901961,0.462742137840484,0.134657962111581,0.285,0.462742137840484,4743.14850807009,5580.17471537658,0.85
1460,0.0855245098039216,0.45985572333332,0.133818015489996,0.285,0.45985572333332,4743.14850807009,5580.17471537658,0.85
1470,0.086110294117647,0.45701051191386,0.132990058966933,0.285,0.45701051191386,4743.14850807009,5580.17471537658,0.85
1480,0.0866960784313725,0.454205668384382,0.132173849499855,0.285,0.454205668384382,4743.14850807009,5580.17471537658,0.85
1490,0.087281862745098,0.451440379968577,0.131369150570856,0.285,0.451440379968577,4743.14850807009,5580.17471537658,0.85
1500,0.0878676470588235,0.448713855564172,0.130575731969174,0.285,0.448713855564172,4743.14850807009,5580.17471537658,0.85
1510,0.088453431372549,0.446025325025244,0.129793369582346,0.285,0.446025325025244,4743.14850807009,5580.17471537658,0.85
1520,0.0890392156862745,0.44337403847287,0.129021845195605,0.285,0.44337403847287,4743.14850807009,5580.17471537658,0.85
1530,0.089625,0.440759265632803,0.128260946299146,0.285,0.440759265632803,4743.14850807009,5580.17471537658,0.85
1540,0.0902107843137255,0.43818029519896,0.127510465902897,0.285,0.43818029519896,4743.14850807009,5580.17471537658,0.85
1550,0.090796568627451,0.435636434221543,0.126770202358469,0.285,0.435636434221543,4743.14850807009,5580.17471537658,0.85
1560,0.0913823529411765,0.433127007518697,0.126039959187941,0.285,0.433127007518697,4743.14850807009,5580.17471537658,0.85
1570,0.091968137254902,0.430651357110654,0.1253195449192,0.285,0.430651357110654,4743.14850807009,5580.17471537658,0.85
1580,0.0925539215686274,0.42820884167536,0.12460877292753,0.285,0.42820884167536,4743.14850807009,5580.17471537658,0.85
1590,0.0931397058823529,0.425798836024651,0.123907461283173,0.285,0.425798836024651,4743.14850807009,5580.17471537658,0.85
1600,0.0937254901960784,0.423420730600065,0.123215432604619,0.285,0.423420730600065,4743.14850807009,5580.17471537658,0.85
1610,0.0943112745098039,0.421073930987451,0.122532513917348,0.285,0.421073930987451,4743.14850807009,5580.17471537658,0.85
1620,0.0948970588235294,0.41875785744955,0.121858536517819,0.285,0.41875785744955,4743.14850807009,5580.17471537658,0.85
1630,0.0954828431372549,0.416471944475784,0.121193335842453,0.285,0.416471944475784,4743.14850807009,5580.17471537658,0.85
1640,0.0960686274509804,0.414215640348518,0.120536751341419,0.285,0.414215640348518,4743.14850807009,5580.17471537658,0.85
1650,0.0966544117647059,0.411988406725087,0.119888626357,0.285,0.411988406725087,4743.14850807009,5580.17471537658,0.85
1660,0.0972401960784314,0.409789718234941,0.119248808006368,0.285,0.409789718234941,4743.14850807009,5580.17471537658,0.85
1670,0.0978259803921569,0.407619062091253,0.118617147068555,0.285,0.407619062091253,4743.14850807009,5580.17471537658,0.85
1680,0.0984117647058824,0.405475937716408,0.117993497875475,0.285,0.405475937716408,4743.14850807009,5580.17471537658,0.85
1690,0.0989975490196078,0.403359856380783,0.117377718206808,0.285,0.403359856380783,4743.14850807009,5580.17471537658,0.85
1700,0.0995833333333333,0.401270340854272,0.116769669188593,0.285,0.401270340854272,4743.14850807009,5580.17471537658,0.85
1710,0.100169117647059,0.39920692507005,0.116169215195385,0.285,0.39920692507005,4743.14850807009,5580.17471537658,0.85
1720,0.100754901960784,0.397169153800054,0.115576223755816,0.285,0.397169153800054,4743.14850807009,5580.17471537658,0.85
1730,0.10134068627451,0.395156582341723,0.114990565461441,0.285,0.395156582341723,4743.14850807009,5580.17471537658,0.85
1740,0.101926470588235,0.393168776215548,0.114412113878725,0.285,0.393168776215548,4743.14850807009,5580.17471537658,0.85
1750,0.102512254901961,0.391205310872977,0.113840745464036,0.285,0.391205310872977,4743.14850807009,5580.17471537658,0.85
1760,0.103098039215686,0.389265771414289,0.113276339481558,0.285,0.389265771414289,4743.14850807009,5580.17471537658,0.85
1770,0.103683823529412,0.387349752316028,0.112718777923964,0.285,0.387349752316028,4743.14850807009,5580.17471537658,0.85
1780,0.104269607843137,0.385456857167626,0.112167945435779,0.285,0.385456857167626,4743.14850807009,5580.17471537658,0.85
1790,0.104855392156863,0.383586698416851,0.111623729239304,0.285,0.383586698416851,4743.14850807009,5580.17471537658,0.85
1800,0.105441176470588,0.381738897123741,0.111086019063009,0.285,0.381738897123741,4743.14850807009,5580.17471537658,0.85
1810,0.106026960784314,0.379913082722701,0.110554707072306,0.285,0.379913082722701,4743.14850807009,5580.17471537658,0.85
1820,0.106612745098039,0.378108892792432,0.110029687802598,0.285,0.378108892792432,4743.14850807009,5580.17471537658,0.85
1830,0.107198529411765,0.376325972833414,0.109510858094523,0.285,0.376325972833414,4743.14850807009,5580.17471537658,0.85
1840,0.10778431372549,0.374563976052636,0.108998117031317,0.285,0.374563976052636,4743.14850807009,5580.17471537658,0.85
1850,0.108370098039216,0.372822563155318,0.108491365878197,0.285,0.372822563155318,4743.14850807009,5580.17471537658,0.85
1860,0.108955882352941,0.371101402143337,0.107990508023711,0.285,0.371101402143337,4743.14850807009,5580.17471537658,0.85
1870,0.109541666666667,0.369400168120139,0.107495448922961,0.285,0.369400168120139,4743.14850807009,5580.17471537658,0.85
1880,0.110127450980392,0.36771854310186,0.107006096042641,0.285,0.36771854310186,4743.14850807009,5580.17471537658,0.85
1890,0.110713235294118,0.366056215834453,0.106522358807826,0.285,0.366056215834453,4743.14850807009,5580.17471537658,0.85
1900,0.111299019607843,0.364412881616589,0.106044148550427,0.285,0.364412881616589,4743.14850807009,5580.17471537658,0.85
1910,0.111884803921569,0.362788242128117,0.105571378459282,0.285,0.362788242128117,4743.14850807009,5580.17471537658,0.85
1920,0.112470588235294,0.361182005263892,0.105103963531793,0.285,0.361182005263892,4743.14850807009,5580.17471537658,0.85
1930,0.11305637254902,0.359593884972759,0.104641820527073,0.285,0.359593884972759,4743.14850807009,5580.17471537658,0.85
1940,0.113642156862745,0.358023601101526,0.104184867920544,0.285,0.358023601101526,4743.14850807009,5580.17471537658,0.85
1950,0.114227941176471,0.356470879243732,0.103733025859926,0.285,0.356470879243732,4743.14850807009,5580.17471537658,0.85
1960,0.114813725490196,0.354935450593051,0.103286216122578,0.285,0.354935450593051,4743.14850807009,5580.17471537658,0.85
1970,0.115399509803922,0.353417051801149,0.102844362074134,0.285,0.353417051801149,4743.14850807009,5580.17471537658,0.85
1980,0.115985294117647,0.351915424839864,0.102407388628401,0.285,0.351915424839864,4743.14850807009,5580.17471537658,0.85
1990,0.116571078431373,0.350430316867529,0.101975222208451,0.285,0.350430316867529,4743.14850807009,5580.17471537658,0.85
2000,0.117156862745098,0.348961480099308,0.101547790708899,0.285,0.348961480099308,4743.14850807009,5580.17471537658,0.85
2010,0.117742647058824,0.347508671681409,0.10112502345929,0.285,0.347508671681409,4743.14850807009,5580.17471537658,0.85
2020,0.118328431372549,0.346071653569026,0.100706851188587,0.285,0.346071653569026,4743.14850807009,5580.17471537658,0.85
2030,0.118914215686274,0.34465019240789,0.100293205990696,0.285,0.34465019240789,4743.14850807009,5580.17471537658,0.85
2040,0.1195,0.343244059419305,0.0998840212910177,0.285,0.343244059419305,4743.14850807009,5580.17471537658,0.85
2050,0.120085784313725,0.341853030288552,0.0994792318139686,0.285,0.341853030288552,4743.14850807009,5580.17471537658,0.85
2060,0.120671568627451,0.340476885056536,0.0990787735514519,0.285,0.340476885056536,4743.14850807009,5580.17471537658,0.85
2070,0.121257352941176,0.33911540801458,0.0986825837322426,0.285,0.33911540801458,4743.14850807009,5580.17471537658,0.85
2080,0.121843137254902,0.337768387602249,0.0982906007922545,0.285,0.337768387602249,4743.14850807009,5580.17471537658,0.85
2090,0.122428921568627,0.336435616308115,0.0979027643456614,0.285,0.336435616308115,4743.14850807009,5580.17471537658,0.85
2100,0.123014705882353,0.335116890573345,0.0975190151568435,0.285,0.335116890573345,4743.14850807009,5580.17471537658,0.85
2110,0.123600490196078,0.333812010698044,0.0971392951131309,0.285,0.333812010698044,4743.14850807009,5580.17471537658,0.85
2120,0.124186274509804,0.332520780750238,0.0967635471983193,0.285,0.332520780750238,4743.14850807009,5580.17471537658,0.85
2130,0.124772058823529,0.331243008477427,0.0963917154669312,0.285,0.331243008477427,4743.14850807009,5580.17471537658,0.85
2140,0.125357843137255,0.329978505220615,0.0960237450191991,0.285,0.329978505220615,4743.14850807009,5580.17471537658,0.85
2150,0.12594362745098,0.328727085830743,0.0956595819767462,0.285,0.328727085830743,4743.14850807009,5580.17471537658,0.85
2160,0.126529411764706,0.327488568587436,0.0952991734589438,0.285,0.327488568587436,4743.14850807009,5580.17471537658,0.85
2170,0.127115196078431,0.326262775120004,0.0949424675599211,0.285,0.326262775120004,4743.14850807009,5580.17471537658,0.85
2180,0.127700980392157,0.325049530330614,0.0945894133262086,0.285,0.325049530330614,4743.14850807009,5580.17471537658,0.85
2190,0.128286764705882,0.323848662319567,0.094239960734994,0.285,0.323848662319567,4743.14850807009,5580.17471537658,0.85
2200,0.128872549019608,0.322660002312613,0.0938940606729703,0.285,0.322660002312613,4743.14850807009,5580.17471537658,0.85
2210,0.129458333333333,0.321483384590239,0.0935516649157594,0.285,0.321483384590239,4743.14850807009,5580.17471537658,0.85
2220,0.130044117647059,0.320318646418869,0.0932127261078909,0.285,0.320318646418869,4743.14850807009,5580.17471537658,0.85
2230,0.130629901960784,0.319165627983917,0.0928771977433199,0.285,0.319165627983917,4743.14850807009,5580.17471537658,0.85
2240,0.13121568627451,0.318024172324627,0.0925450341464664,0.285,0.318024172324627,4743.14850807009,5580.17471537658,0.85
2250,0.131801470588235,0.316894125270656,0.0922161904537609,0.285,0.316894125270656,4743.14850807009,5580.17471537658,0.85
2260,0.132387254901961,0.315775335380341,0.0918906225956793,0.285,0.315775335380341,4743.14850807009,5580.17471537658,0.85
2270,0.132973039215686,0.314667653880594,0.091568287279253,0.285,0.314667653880594,4743.14850807009,5580.17471537658,0.85
2280,0.133558823529412,0.313570934608382,0.0912491419710391,0.285,0.313570934608382,4743.14850807009,5580.17471537658,0.85
2290,0.134144607843137,0.312485033953736,0.0909331448805371,0.285,0.312485033953736,4743.14850807009,5580.17471537658,0.85
2300,0.134730392156863,0.311409810804253,0.0906202549440377,0.285,0.311409810804253,4743.14850807009,5580.17471537658,0.85
2310,0.135316176470588,0.310345126491036,0.0903104318088915,0.285,0.310345126491036,4743.14850807009,5580.17471537658,0.85
2320,0.135901960784314,0.309290844736029,0.0900036358181844,0.285,0.309290844736029,4743.14850807009,5580.17471537658,0.85
2330,0.136487745098039,0.308246831600714,0.0896998279958078,0.285,0.308246831600714,4743.14850807009,5580.17471537658,0.85
